,CountyName,State,RegionName,RegionCount
1442,Lac Qui Parle County,MN,[56256 56232 56218 56257 56212],5
1443,Lackawanna County,PA,"[18411 18504 18505 18407 18512 18444 18509 18508 18510 18447 18518 18403
 18433 18519 18517 18414 18507 17814 18452 18434 18503 16917 18471 18420]",24
1444,Laclede County,MO,[65536 65632 65722 65463 65470 65543],6
1445,Lafayette County,AR,[71860 71845 71826 71827],4
1446,Lafayette County,FL,[32066],1
1447,Lafayette County,MO,"[64076 64037 64067 64020 64011 64097 64096 64071 64021 64001 64074 65327
 64022]",13
1448,Lafayette County,MS,[38655 38601 38673 38949],4
1449,Lafayette County,WI,[53530 53516 53586 53504 53510 53587 53803 53541],8
1450,Lafayette Parish,LA,[70506 70508 70501 70503 70592 70520 70507 70518 70583 70529],10
1451,Lafourche Parish,LA,[70301 70394 70345 70374 70373 70354 70357 70355 70375],9
1452,Lagrange County,IN,[46761 46565 46795 46571 46746 46789 46786 46771],8
1453,Lake County,CA,"[95422 95451 95453 95467 95423 95457 95461 95458 95485 95464 95426 95424
 95435 95443 95493]",15
1454,Lake County,CO,[80461 81251],2
1455,Lake County,FL,"[34711 34748 32757 32778 34788 32726 34736 34715 34731 32784 32776 32736
 32735 34753 32102 32702 34756 34737 32767 34705 34797 34762 34729]",23
1456,Lake County,IL,"[60085 60073 60089 60031 60047 60030 60060 60046 60035 60099 60048 60061
 60002 60015 60087 60045 60084 60020 60064 60044 60041 60083 60069 60096
 60040]",25
1457,Lake County,IN,"[46307 46410 46342 46322 46375 46321 46312 46311 46324 46323 46319 46356
 46404 46303 46373 46408 46403 46320 46394 46407 46405 46327 46406 46409
 46402 46411 46377 46393 46376]",29
1458,Lake County,MI,[49304 49644 49656 49623 49642],5
1459,Lake County,MN,[55616 55614 55603 55609 55607 55601],6
1460,Lake County,MT,[59860 59864 59865 59821 59824 59855 59910 59914 59931 59915 59929 59863],12
1461,Lake County,OH,[44060 44077 44094 44095 44057 44092 44081 44045 44088],9
1462,Lake County,OR,[97630 97641 97638 97636 97640 97637],6
1463,Lake County,SD,[57042 57075 57016],3
1464,Lake County,TN,[38079 38080 38007],3
1465,Lake of the Woods County,MN,[56623 56686 56711 56629],4
1466,Lamar County,AL,[35586 35592 35576 35574 35552 35544],6
1467,Lamar County,GA,[30204 30257],2
1468,Lamar County,MS,[39475 39482],2
1469,Lamar County,TX,[75460 75462 75473 75416 75486 75411 75435 75421 75468 75477 75470],11
1470,Lamb County,TX,[79339 79064 79371 79031 79312 79082 79380 79369 79326],9
1471,Lamoille County,VT,[5672 5661 5656 5464 5655 5680 5444 5652 5492 5653 5442 5657],12
1472,Lamoure County,ND,[58472 58466 58454],3
1473,Lampasas County,TX,[76550 76539 76853],3
1474,Lancaster County,NE,"[68516 68521 68506 68502 68510 68504 68505 68507 68503 68512 68508 68522
 68526 68528 68524 68462 68372 68317 68520 68358 68430 68428 68523 68527
 68339 68402 68404 68461 68532 68368 68336 68517 68419 68514 68438 68531]",36
1475,Lancaster County,PA,"[17603 17601 17602 17543 17522 17022 17552 17545 17512 17517 17557 17566
 17551 17540 17584 17554 17547 17538 17579 17578 17569 17555 17527 17519
 17501 17520 17560 17516 17509 17529 17562 17563 17532 17572 17502 17565
 17536 17535 17582 17505 19501 17581 17518 17508 17550 17567 17507 17504
 17506 17534 17576 17537 17580 17570 17503 17568 17564]",57
1476,Lancaster County,SC,[29720 29067 29058 29744],4
1477,Lancaster County,VA,[22503 22578 22576 22480 22507 22517 22523],7
1478,Lander County,NV,[89820 89310],2
1479,Lane County,OR,"[97402 97401 97405 97477 97478 97404 97439 97424 97408 97448 97403 97426
 97487 97463 97437 97455 97431 97454 97489 97452 97413 97419 97488 97438
 97453 97434 97492 97461 97493 97412 97451 97430 97490 97480]",34
1480,Langlade County,WI,[54409 54491 54424 54428 54418 54462 54485 54430],8
1481,Lanier County,GA,[31635 31649],2
1482,Lapeer County,MI,[48446 48444 48455 48461 48421 48003 48412 48428 48464 48435 48727 48440],12
1483,Laramie County,WY,[82001 82009 82007 82082 82053 82054 82060 82050 82059 82081],10
1484,Larimer County,CO,"[80525 80538 80526 80537 80524 80521 80528 80517 80513 80549 80547 80535
 80512 80536 80545 80515 80532 80511]",18
1485,Larue County,KY,[42748 42784 42716],3
1486,Las Animas County,CO,[81082 81020 81091 81024 81049 81081],6
1487,Lassen County,CA,"[96130 96114 96056 96109 96113 96127 96009 96128 96121 96117 96123 96119
 96136 96068 96132]",15
1488,Latah County,ID,[83843 83855 83871 83832 83823 83535 83537 83857 83872 83806 83834],11
1489,Latimer County,OK,[74578 74563 74545 74559],4
1490,Lauderdale County,AL,[35630 35633 35645 35634 35652 35648 35677 35610 35631],9
1491,Lauderdale County,MS,[39301 39305 39307 39325 39335 39364 39342 39320 39326],9
1492,Lauderdale County,TN,[38063 38040 38041 38037],4
1493,Laurel County,KY,[40741 40744 40729 40740 40737 40445],6
1494,Laurens County,GA,[31021 31027 31075 31019 31022 31009 31065 30454],8
1495,Laurens County,SC,[29360 29644 29325 29645 29692 29384 29332 29351 29370],9
1496,Lavaca County,TX,[77995 77964 77984 77975 77475 77987 77986],7
1497,Lawrence County,AL,[35650 35673 35672 35643 35618 35651],6
1498,Lawrence County,AR,[72476 72433 72434 72459 72415 72469  5030 72458 72410 72457 72440 72572],12
1499,Lawrence County,IL,[62439 62417 62466 62460],4
1500,Lawrence County,IN,[47421 47446 47462 47436 47470 47451 47453 47420],8
1501,Lawrence County,KY,[41230 41180 41257 41159 41201],5
1502,Lawrence County,MO,[65605 65712 65705 65723 65769 65707 65756 64848 65654],9
1503,Lawrence County,MS,[39654 39641 39663 39140 39665],5
1504,Lawrence County,OH,[45638 45680 45669 45619 45645 45659 45696 45688],8
1505,Lawrence County,PA,"[16101 16117 16105 16102 16142 16157 16156 16116 16143 16120 16141 16112
 16160 16132 16140]",15
1506,Lawrence County,SD,[57783 57754 57732 57793 57759 57779],6
1507,Lawrence County,TN,[38464 38483 38468 38469 38456 38486 38481 38457],8
1508,Le Sueur County,MN,[56058 56069 56057 56096 56017 56050 56028 56052],8
1509,LeFlore County,OK,"[74953 74959 74937 74902 74966 74571 74932 74940 74930 74901 74956 74951
 74939 74949 74577 74942 74947 74935]",18
1510,Lea County,NM,[88240 88260 88242 88231 88252 88267],6
1511,Leake County,MS,[39051 39094 39189 39098],4
1512,Leavenworth County,KS,[66048 66086 66007 66043 66052 66020],6
1513,Lebanon County,PA,"[17042 17046 17078 17067 17003 17038 17073 17026 17087 17064 17088 17016
 17010 17083 17077 17041 17039]",17
1514,Lee County,AL,[36830 36832   602 36801 36804 36870 36877 36874 36879 36852],10
1515,Lee County,AR,[72360 72368 72311 72320 72341],5
1516,Lee County,FL,"[33908 34135 33914 33919 33904 33928 33917 33905 33990 33903 34134 33913
 33907 33909 33912 33993 33967 33901 33991 33936 33916 33931 33971 33957
 33966 33974 33972 33976 33973 33956 33920 33922 33921 33924]",34
1517,Lee County,GA,[31763 31787],2
1518,Lee County,IA,[52627 52632 52625 52656 52639 52658 52619 52624 52631 52657],10
1519,Lee County,IL,"[61021 61310 61006 61031 61353 61367 60553 61318 60530 61378 61042 61324
 61057 61331]",14
1520,Lee County,KY,[41311 41397],2
1521,Lee County,MS,[38801 38804 38866 38826 38849 38868 38857 38862 38879],9
1522,Lee County,NC,[27330 27332],2
1523,Lee County,SC,[29010],1
1524,Lee County,TX,[78942 78947 77853 78946 78948],5
1525,Lee County,VA,[24263 24277 24248 24281 24243 24221 24265 24282],8
1526,Leelanau County,MI,[49682 49621 49670 49664 49653 49630 49654 49636 49674],9
1527,Leflore County,MS,[38930 38954 38952 38944 38946],5
1528,Lehigh County,PA,"[18103 18104 18102 18052 18062 18049 18109 18036 18080 18031 18032 18034
 18069 18037 18106 18078 18066 18011 18101 18051 18092 18053 18087 18059
 18079 18065]",26
1529,Lemhi County,ID,[83467 83462 83466 83464 83468 83465 83463 83253 83235 83469],10
1530,Lenawee County,MI,"[49221 49286 49247 49228 49265 49236 49256 49253 49233 49229 49220 49235
 49238 49268 49276 49248 49279 49289]",18
1531,Lenoir County,NC,[28504 28501 28551 28525],4
1532,Leon County,FL,[32303 32304 32301 32312 32309 32308 32311 32305 32317 32310],10
1533,Leon County,TX,[75831 77871 75833 75855 75846 77865 75850 77855],8
1534,Leslie County,KY,"[41749 41776 41777 40868 40988 40827 41764 40840 40913 40803 40844 41766
 40979 40874 40858 40808 41775 40816]",18
1535,Letcher County,KY,"[41858 41537 41840 41824 41837 41826 41804 40862 41815 41835 40826 41855
 41838 41821 41825 41819 41832 41812 41845 41833 41810 41849]",22
1536,Levy County,FL,[32696 32626 32668 32621 34449 32625 34498 32683],8
1537,Lewis County,ID,[83523 83543 83555 83533 83548],5
1538,Lewis County,KY,[41179 41141 41166],3
1539,Lewis County,MO,[63435 63448 63440 63452 63447 63438 63457],7
1540,Lewis County,NY,"[13367 13648 13327 13626 13620 13343 13433 13368 13325 13473 13489 13312
 13305 13345 13404]",15
1541,Lewis County,TN,[38462],1
1542,Lewis County,WA,"[98531 98532 98596 98591 98570 98564 98356 98377 98565 98361 98593 98336
 98582 98572 98585 98542 98533 98355 98538 98522 98539]",21
1543,Lewis County,WV,[26452 26378 26447 26338 26412 26343 26321],7
1544,Lewis and Clark County,MT,[59601 59602 59635 59639 59648 59647 59633 59640],8
1545,Lexington County,SC,"[29072 29073 29169 29036 29170 29053 29070 29033 29054 29006 29172 29160
 29123]",13
1546,Liberty County,FL,[32321 32334 32360],3
1547,Liberty County,GA,[31313 31320 31301 31323 31309 31333],6
1548,Liberty County,TX,"[77535 77327 77328 77575 77561 77369  2553 77533  2663 77538 77582  2661
 77368]",13
1549,Licking County,OH,"[43055 43062 43056 43031 43023 43025 43080 43008 43001 43071 43013 43033
 43018 43740]",14
1550,Limestone County,AL,[35611 35613 35620 35614 35739 35647 35649],7
1551,Limestone County,TX,[76667 76642 76687 76653 76635 76686 76678],7
1552,Lincoln County,AR,[71667 71643 71644],3
1553,Lincoln County,CO,[80828 80821 80804 80818 80823],5
1554,Lincoln County,GA,[30817 30668],2
1555,Lincoln County,ID,[83352 83349 83324],3
1556,Lincoln County,KS,[67481],1
1557,Lincoln County,KY,[40484 40419 40437 40489 40442],5
1558,Lincoln County,ME,"[4572 4578 4538 4348 4543 4537 4553 4353 4555 4342 4554 4556 4544 4539
 4576 4568 4551 4564 4535 4573 4558 4571 4541]",23
1559,Lincoln County,MN,[56178 56136 56149 56142 56113],5
1560,Lincoln County,MO,[63379 63362 63389 63343 63347 63369 63377 63349 63381 63387],10
1561,Lincoln County,MS,[39601 39629 39662],3
1562,Lincoln County,MT,[59923 59917 59935 59930 59918 59934 59933],7
1563,Lincoln County,NC,[28092 28037 28168 28080 28033],5
1564,Lincoln County,NE,[69101 69165 69143 69123 69151 69169 69170 69132],8
1565,Lincoln County,NM,[88345 88355 88312 88346 88316 88301 88341 88318 88348 88351 88338],11
1566,Lincoln County,NV,[89043 89008 89001 89042 89017],5
1567,Lincoln County,OK,[74834 74864 74855 74079 74824 74875 74026 74832 74869],9
1568,Lincoln County,OR,"[97367 97365 97394 97391 97341 97368 97498 97366 97380 97364 97376 97388
 97390 97343 97369 97357]",16
1569,Lincoln County,SD,[57032 57064 57013 57039 57077 57034],6
1570,Lincoln County,TN,[37334 37144 37335 38488 37328 37348 37359 38459 38453],9
1571,Lincoln County,WA,[99122 99185 99029 99159 99032 99134 99008 99117 99103 99147],10
1572,Lincoln County,WI,[54452 54487 54435 54442],4
1573,Lincoln County,WV,"[25506 25524 25523 25571 25557 25512 25564 25501 25521 25567 25573 25565
 25540 25505 25534]",15
1574,Lincoln County,WY,[83120],1
1575,Lincoln Parish,LA,[71270 71235 71227 71245 71275   822],6
1576,Linn County,IA,"[52404 52402 52302 52405 52403 52233 52411 52314 52213 52401 52228 52253
 52214 52227 52328 52336 52324 52352 52218 52202 52341 52219]",22
1577,Linn County,KS,[66040 66075 66056 66072 66010 66767 66014],7
1578,Linn County,MO,[64628 64631 64659 64653 64651 64630 64674 63557],8
1579,Linn County,OR,"[97322 97355 97321 97386 97374 97446 97327 97358 97360 97389 97348 97345
 97377 97335 97350 97336 97329]",17
1580,Lipscomb County,TX,[79005],1
1581,Litchfield County,CT,"[6790 6776 6795 6098 6798 6786 6779 6787 6057 6759 6791 6751 6756 6018
 6063 6069 6783 6757 6039 6777 6782 6763 6058 6068 6752 6754 6750 6794
 6021 6793 6031 6796 6755 6778 6785 6024 6753]",37
1582,Little River County,AR,[71822 71836 71866 71853 71865 71820],6
1583,Live Oak County,TX,[78022 78383 78071 78075 78060],5
1584,Livingston County,IL,"[61764 60420 61739 61740 60460 60921 61741 61319 60929 61769 61333 61775
 60934 61311 61743 60920]",16
1585,Livingston County,KY,[42045 42081 42058 42078 42028 42083 42047],7
1586,Livingston County,MI,[48843 48116 48169 48114 48855 48836 48353 48137 48143 48816],10
1587,Livingston County,MO,[64601 64688 64635 64638 64664 64686 64656],7
1588,Livingston County,NY,"[14437 14454 14414 14487 14510 14423 14485 14435 14517 14560 14481 14533
 14480 14836 14846 14462 14592 14539 14486 14545]",20
1589,Livingston Parish,LA,[70726 70785 70706 70754 70462 70711 70744 70449 70733],9
1590,Llano County,TX,[78639 78643 78657 78609 78672 78607 76885 76831],8
1591,Logan County,AR,[72927 72855 72943 72863 72951 72865 72835 72851 72826],9
1592,Logan County,CO,[80751 80728 80741 80736 80747 80726 80722 80745],8
1593,Logan County,IL,"[62656 61723 62548 62634 62635 62666 62671 62543 62643 62512 62518 61751
 62519]",13
1594,Logan County,KS,[67748 67764],2
1595,Logan County,KY,[42276 42256 42206 42202 42265 42216],6
1596,Logan County,OH,"[43311 43331 43357 43324 43318 43310 43348 43358 43360 43347 43343 43319
 43333 43070 43336]",15
1597,Logan County,OK,[73044 73028 73027 73063 73073 73056 73050 73058],8
1598,Logan County,WV,"[25508 25601 25635 25649 25625 24827 25547 25606 25637 25638 25617 25652
 25646 25607 25634 25121 25639 25632 25647 25653  8888 25612 25654]",23
1599,Long County,GA,[31316],1
1600,Lonoke County,AR,[72023 72086 72176 72007 72046 72024 72142 72072 72083 72066 72037],11
1601,Lorain County,OH,"[44035 44039 44052 44012 44053 44011 44001 44055 44089 44054 44044 44090
 44074 44028 44050 44049]",16
1602,Los Alamos County,NM,[87544],1
1603,Los Angeles County,CA,"[90250 90046 90034 90805 90650 90044 90026 90066 90019 90280 90201 90004
 91342 90706 90025 90011 90027 91335 90731 93550 93536 93535 90802 90036
 90640 91801 91331 90042 90006 90255 90028 90024 91402 91367 91406 90049
 91766 91706 90020 91744 90277 91405 90813 90803 90503 91601 91702 90005
 90047 91770 91343 90247 90003 90016 90018 90043 90037 91304 93551 90022
 90045 91344 90278 90703 90057 91745 90660 91765 90275 91605 90745 90804
 91016 90815 93534 90029 90065 91606 90291 91423 90501 90723 90292 90069
 91732 90262 90241 90405 90638 90008 91401 90266 91205 91767 91604 90505
 90808 90403 91387 90744 91748 91306 90035 91607 91311 90007 90012 90048
 91505 90068 91107 91750 90032 91206 90807 90033 90063 90001 90806 91790
 91789 91104 90220 91350 90017 90038 90242 90230 91326 91711 91773 91001
 91355 91754 90301 91316 90064 90504 91780 90604 90002 90039 91776 91325
 91403 91356 91352 90221 90031 91007 90023 91106 91722 91321 90274 90302
 91791 90601 90015 90260 91354 91101 91006 90712 90605 90404 91214 91030
 91803 93552 91364 91351 90059 90041 90254 91733 90810 91042 91602 91303
 91324 91740 90272 91504 90062 91302 90713 91741 90814 90210 91792 90249
 91301 91411 90710 90717 91202 91755 90732 90606 91103 91724 91501 91201
 91307 91775 90602 90746 90265 91768 91340 90240 91010 91506 91731 90245
 91040 90061 90222 90232 91203 90303 91723 91384 91011 90603 91381 90304
 90293 91746 90013 90270 90212 90305 91390 91204 91105 90715 91208 90502
 90094 91436 90401 90402 90670 91502 91345 90014 91024 90701 90755 91108
 90056 93543 91207 90211 90248 90077 90716 90040 91020 93510 90290 90010
 93591 90067 90704 90021 93532 90058 93553 93544 91008 91210 93563]",275
1604,Loudon County,TN,[37774 37771 37772 37742 37846],5
1605,Loudoun County,VA,"[20147 20148 20176 20164 20165 20175 20152 20105 20151 20132 20166 20180
 20141 20158 20117 20197 20129]",17
1606,Louisa County,IA,[52653 52738 52754 52640 52752 52646 52737],7
1607,Louisa County,VA,[23093 23117 23024 22942],4
1608,Love County,OK,[73448 73459 73430 73453 73441],5
1609,Lowndes County,AL,[36040 36032 36752 36047 36761 36785],6
1610,Lowndes County,GA,[31602 31601 31605 31632 31636 31606 31641],7
1611,Lowndes County,MS,[39702 39705 39701 39740 39766 39743 39736],7
1612,Lubbock County,TX,"[79424 79423 79416 79407 79413 79414 79415 79412 79403 79410 79404 79382
 79364 79411 79363 79401 79329 79366 79350]",19
1613,Lucas County,IA,[50049 50238 50151 50068 50057 50272],6
1614,Lucas County,OH,"[43615 43614 43613 43560 43537 43612 43606 43605 43607 43623 43616 43609
 43611 43528 43608 43604 43566 43571 43617 43620 43610 43412 43542 43504
 43468 43547 43434]",27
1615,Luce County,MI,[49868 49853],2
1616,Lumpkin County,GA,[30533],1
1617,Luna County,NM,[88030 88029],2
1618,Lunenburg County,VA,[23947 23974 23944 23952],4
1619,Luzerne County,PA,"[18702 18704 18201 18640 18706 18705 18612 18634 18707 18643 18202 18651
 18222 18708 18644 18641 18224 18655 18661 18621 18642 18618 18635 18249
 18660 18701 18709 18656 18617 18219 18241 18602 18234 18622 18256 18225
 18221 18239 18223 18251 18246]",41
1620,Lycoming County,PA,"[17701 17740 17754 17756 17702 17737 17728 17752 17771 17744 17810 17774
 17762 17776 17763 17742 17723 17769 17739 17727]",20
1621,Lyman County,SD,[57536],1
1622,Lynchburg City,VA,[24502 24501 24503 24504],4
1623,Lynn County,TX,[79373 79351 79381],3
1624,Lyon County,IA,[51246 51241 51237 51240 51235 51243 51230 51242],8
1625,Lyon County,KS,[66801 66835 66865 66854 66868 66833 66864 66830 66855],9
1626,Lyon County,KY,[42038 42055],2
1627,Lyon County,MN,[56258 56175 56264 56229 56115 56157 56169 56132 56239 56291],10
1628,Lyon County,NV,[89408 89403 89447 89429 89440 89430 89428],7
1629,Mackinac County,MI,[49781 49719 49757 49745 49827 49836 49760 49820 49762 49838 49775],11
1630,Macomb County,MI,"[48038 48066 48044 48047 48310 48035 48312 48313 48021 48091 48317 48089
 48045 48042 48080 48316 48315 48092 48093 48036 48088 48081 48314 48094
 48082 48043 48051 48026 48065 48015 48062 48048 48005 48095 48096 48050]",36
1631,Macon County,AL,[36083 36866 36088 36075],4
1632,Macon County,GA,[31063 31068 31057 31041 31081],5
1633,Macon County,IL,"[62521 62526 62522 62549 62535 62501 61756 62544 62513 62554 62573 62523
 62551 62514 62537 62532]",16
1634,Macon County,MO,[63552 63549 63532 63530 63534 63558 65247 63431 63539 63538],10
1635,Macon County,NC,[28734 28741 28763 28781 28775],5
1636,Macon County,TN,[37083 37150 37057],3
1637,Macoupin County,IL,"[62626 62088 62012 62033 62690 62014 62640 62069 62685 62009 62674 62063
 62093 62667 62649 62630 62079 62672 62085]",19
1638,Madera County,CA,[93638 93637 93610 93614 93644 93636 93643 93601 93604 93653 93645 93669],12
1639,Madison County,AL,"[35758 35810 35806 35803 35811 35802 35801 35805 35749 35763 35756 35816
 35757 35750 35773 35761 35824 35759 35748 35760 35741 35808 35762 35615
 35767]",25
1640,Madison County,AR,[72740 72738 72773 72776 72752 72721 72760],7
1641,Madison County,FL,[32340 32331 32059 32350 32357],5
1642,Madison County,GA,[30633 30646 30628 30629],4
1643,Madison County,IA,[50273 50072 50240 50257 50222 50155 50218 50241 50033],9
1644,Madison County,ID,[83440 83448 83451 83421],4
1645,Madison County,IL,"[62040 62234 62002 62025 62035 62249 62294 62034 62095 62010 62024 62062
 62060 62018 62097 62281 62067 62087 62061 62001 62084 62048 62074 62090
 62021 62058 62046]",27
1646,Madison County,IN,"[46013 46012 46016 46011 46064 46036 46001 46017 46044 46051 46056 46070
 46048 46063]",14
1647,Madison County,KY,[40475 40403 40385 40461],4
1648,Madison County,MO,[63645 63655 63751],3
1649,Madison County,MS,[39110 39157 39046 39071 39045],5
1650,Madison County,MT,[59729 59749 59754 59720 59740 59721 59710 59755 59747 59751 59732 59745],12
1651,Madison County,NC,[28753 28754 28743],3
1652,Madison County,NE,[68701 68748 68715 68781 68758 68752],6
1653,Madison County,NY,"[13421 13032 13037 13035 13082 13346 13030 13408 13332 13409 13052 13402
 13334 13061 13122 13355 13072 13310 13163 13314 13134]",21
1654,Madison County,OH,[43140 43162 43143 43153 43029 43151],6
1655,Madison County,TN,[38305 38301 38313 38366 38356 38391 38362 38392 38378],9
1656,Madison County,TX,[77864 77872 75852],3
1657,Madison County,VA,[22727 22715 22709 22719 22732 22731 22722 22723 22743 22711 22748],11
1658,Magoffin County,KY,[41465],1
1659,Mahaska County,IA,[52577 50207 52561 50143 52586 52595 52534 50027 52543],9
1660,Mahnomen County,MN,[56557 56589 56651 56566],4
1661,Mahoning County,OH,"[44512 44515 44514 44406 44511 44505 44509 44471 44502 44405 44672 44507
 44442 44504 44436 44609 44429 44451 44452 44401 44506 44510 44443 44454
 44416]",25
1662,Major County,OK,[73737 73768 73729 73718 73838 73760 73747],7
1663,Malheur County,OR,[97914 97913 97918 97901 97910 97906 97911 97903 97908 97909],10
1664,Manassas Park City,VA,[20111],1
1665,Manatee County,FL,"[34221 34203 34209 34207 34205 34208 34202 34219 34210 34212 34222 34211
 34217 34251 34216 34215 34250]",17
1666,Manistee County,MI,[49660 49614 49689 49645 49675 49625 49613 49619 49626],9
1667,Manitowoc County,WI,"[54220 54241 53042 54230 54228 53015 54245 54247 54227 53063 54232 54214
 54207 54215]",14
1668,Marathon County,WI,"[54401 54403 54476 54455 54484 54411 54474 54448 54426 54479 54440 54471
 54427 54408]",14
1669,Marengo County,AL,[36732 36748 36782 36736 36783 36738 36754 36763],8
1670,Maricopa County,AZ,"[85032 85281 85225 85308 85251 85282 85383 85204 85345 85301 85022 85008
 85255 85201 85326 85351 85338 85205 85374 85254 85248 85207 85016 85224
 85375 85283 85209 85018 85382 85260 85044 85029 85041 85206 85234 85020
 85295 85208 85021 85202 85296 85249 85286 85027 85226 85015 85051 85086
 85033 85302 85210 85035 85379 85042 85233 85213 85037 85257 85023 85339
 85212 85258 85048 85014 85323 85395 85298 85392 85268 85203 85050 85009
 85331 85017 85053 85340 85353 85396 85024 85335 85013 85297 85085 85040
 85259 85381 85304 85303 85388 85306 85006 85373 85250 85043 85215 85028
 85031 85019 85284 85253 85262 85310 85083 85387 85266 85007 85305 85054
 85004 85003 85390 85012 85355 85087 85378 85307 85363 85045 85361 85354
 85034 85263 85377 85342 85337 85236 85320 85264 85322 85343]",130
1671,Maries County,MO,[65013 65582 65580 65443],4
1672,Marin County,CA,"[94901 94941 94903 94947 94949 94945 94960 94920 94965 94904 94925 94930
 94939 94957 94956 94924 94973 94937 94933 94970 94938 94946 94963 94964
 94971 94929 94940 94950]",28
1673,Marinette County,WI,[54143 54114 54157 54177 54151 54112 54156 54159 54104 54102 54125 54119],12
1674,Marion County,AL,[35570 35594 35563 35564 35548 35543],6
1675,Marion County,AR,[72687 72634 72619 72661 72668 72677 72682 72672],8
1676,Marion County,FL,"[34491 34472 34481 34476 34471 34470 34482 34480 34474 34473 34420 34432
 34488 34479 34475 32134 34431 34434 32179 34433 32113 32686 32617 32195
 32133]",25
1677,Marion County,GA,[31803 31801 31058],3
1678,Marion County,IA,[50219 50138 50225 50163 50044 50214 50062 50119 50256 50252 50116],11
1679,Marion County,IL,[62801 62882 62875 62893 62848],5
1680,Marion County,IN,"[46227 46226 46220 46237 46254 46219 46224 46203 46260 46222 46201 46217
 46235 46218 46205 46268 46241 46239 46202 46229 46214 46240 46236 46234
 46221 46250 46256 46208 46228 46113 46107 46204 46259 46280 46231 46278
 46225 46216 46183]",39
1681,Marion County,KS,[67063 66861 66866 66840 66851 67053 66858 67483 67438 67073 67475 66859],12
1682,Marion County,KY,[40033 40037 40060 40328 40009],5
1683,Marion County,MO,[63401 63461 63454 63463 63471],5
1684,Marion County,MS,[39429 39483 39478 39643],4
1685,Marion County,OH,[43302 43342 43314 43332 43356 43337 43341 43322],8
1686,Marion County,OR,"[97301 97302 97303 97305 97304 97306 97071 97317 97381 97383 97325 97002
 97352 97392 97032 97362 97385 97026 97375 97137 97020 97346 97342]",23
1687,Marion County,SC,[29571 29574 29546],3
1688,Marion County,TN,[37397 37347 37380 37374 37340 37396],6
1689,Marion County,TX,[75657 75683 75630],3
1690,Marion County,WV,"[26554 26582 26570 26588 26571 26591 26559 26555 26590 26576 26574 26585
 26587 26578 26563 26560 26572 26586 26566]",19
1691,Mariposa County,CA,[95338 95329 95311 95389 95306 95345 95318 93623 95325 95347],10
1692,Marlboro County,SC,[29512 29570 29596 29525 29516],5
1693,Marquette County,MI,[49855 49849 49866 49841 49885 49879 49814 49808 49871],9
1694,Marquette County,WI,[53949 53964 54960 53930 53920 53953],6
1695,Marshall County,AL,[35950 35976 35016 35957 35951 35747 35175 35980],8
1696,Marshall County,IA,"[50158 50247 50162 50106 50142 50005 50234 50141 50148 50120 50051 50239
 50078]",13
1697,Marshall County,IL,[61540 61537 61369 61565 61375 61377 61541 61424],8
1698,Marshall County,IN,[46563 46506 46511 46501 46504 46570 46537 46595 46513],9
1699,Marshall County,KS,[66508 66427 66411 66548 66403 66406 66544 66438 66412 66541 66518],11
1700,Marshall County,KY,[42025 42029 42044 42048],4
1701,Marshall County,MN,[56762 56738 56757 56713 56737 56744 56710 56758 56760 56724],10
1702,Marshall County,MS,[38611 38635 38659 38661 38685],5
1703,Marshall County,OK,[73439 73446 73440],3
1704,Marshall County,TN,[37091 37034 37047 37019],4
1705,Marshall County,WV,[26041 26038 26033 26031 26040 26055 26039],7
1706,Martin County,FL,[34997 34957 34990 33455 34994 34996 34956],7
1707,Martin County,IN,[47553 47581],2
1708,Martin County,MN,[56031 56088 56171 56181 56176 56039 56121 56127],8
1709,Martin County,NC,[27892 27871 27846 27857 27840],5
1710,Martin County,TX,[79782 79713 79749 79783],4
1711,Mason County,IL,[62644 62664 61567 62682 62617 62633 62655 61532],8
1712,Mason County,KY,[41056 41189 41055 41044 41034],5
1713,Mason County,MI,[49431 49454 49410 49411 49402 49405 49458],7
1714,Mason County,TX,[76869 76842],2
1715,Mason County,WA,[98584 98528 98524 98546 98548 98592 98588 98555 98560],9
1716,Mason County,WV,"[25550 25123 25168 25515 25253 25260 25239 25265 25520 25124 25502 25503
 25106 25287 25187 25247 25264]",17
1717,Massac County,IL,[62960 62910 62953],3
1718,Matagorda County,TX,[77414 77465 77482 77419 77456 77457 77483 77458 77440 77961 77428],11
1719,Matanuska Susitna Borough,AK,[99654 99645 99623 99688 99652 99676 99674 99683 13666 13695],10
1720,Mathews County,VA,"[23109 23035 23138 23076 23050 23066 23119 23068 23163 23021 23130 23045
 23125]",13
1721,Maui County,HI,"[96753 96793 96761 96768 96732 96708 96790 96779 96748 96763 96713 96729
 96770 96757]",14
1722,Maury County,TN,[38401 37174 38474 38451 38482 38461 38487],7
1723,Maverick County,TX,[78852 78853 78877 78860],4
1724,Mayes County,OK,[74361 74352 74337 74365 74330 74332 74366 74340 74350 74452 74367],11
1725,McClain County,OK,[73010 73080 73065 73093 73095 74831 73031],7
1726,McCone County,MT,[59215],1
1727,McCook County,SD,[57058 57012 57319 57048 57374],5
1728,McCormick County,SC,[29835 29821 29845 29838],4
1729,McCracken County,KY,[42001 42003 42053 42086],4
1730,McCreary County,KY,[42653 42635 42647 42649 42638],5
1731,McCulloch County,TX,[76825 76872 76852 76836],4
